"Year","aou","speciestotal","routeID"
1988,7410,3,84014123
1991,4860,1,84014123
1991,7410,5,84014123
1992,7410,2,84014123
1993,7410,1,84014123
2015,4860,6,84014123
1975,4860,3,84014124
1977,4860,1,84014124
1978,4860,14,84014124
1979,4860,7,84014124
1980,4860,11,84014124
1981,4860,4,84014124
1985,4860,6,84014124
1992,4860,5,84014124
1993,4860,10,84014124
1994,4860,5,84014124
1995,4860,5,84014124
1996,4860,2,84014124
2003,4860,1,84014124
1970,4860,2,84014125
1971,4860,2,84014125
1977,4860,8,84014125
1979,4860,10,84014125
1980,4860,3,84014125
1981,4860,2,84014125
1982,4860,6,84014125
1984,4860,7,84014125
1985,4860,11,84014125
1986,4860,6,84014125
1987,4860,6,84014125
1988,4860,13,84014125
1989,4860,10,84014125
1990,4860,13,84014125
1991,4860,6,84014125
1993,4860,19,84014125
1994,4860,23,84014125
1995,4860,19,84014125
1996,4860,24,84014125
1997,4860,22,84014125
1999,4860,27,84014125
1970,4860,6,84014126
1971,4860,2,84014126
1972,4860,12,84014126
1973,4860,3,84014126
1974,4860,19,84014126
1975,4860,16,84014126
1976,4860,21,84014126
1978,4860,2,84014126
1979,4860,52,84014126
1980,4860,4,84014126
1981,4860,40,84014126
1984,4860,19,84014126
1985,4860,17,84014126
1986,4860,10,84014126
1991,4860,9,84014126
1995,4860,11,84014126
2003,4860,15,84014126
2004,4860,27,84014126
2011,4860,17,84014127
2012,4860,45,84014127
2013,4860,24,84014127
2014,4860,18,84014127
2015,4860,15,84014127
2016,4860,23,84014127
1973,4860,34,84014128
1974,4860,50,84014128
1975,4860,15,84014128
1976,4860,19,84014128
1978,4860,29,84014128
1979,4860,8,84014128
1980,4860,18,84014128
1984,4860,35,84014128
1989,4860,18,84014128
1990,4860,33,84014128
1991,4860,26,84014128
1992,4860,34,84014128
1993,4860,79,84014128
1994,4860,191,84014128
1995,4860,41,84014128
1996,4860,46,84014128
1997,4860,27,84014128
2002,4860,26,84014128
2003,4860,31,84014128
2004,4860,80,84014128
2005,4860,35,84014128
2006,4860,45,84014128
2007,4860,22,84014128
2008,4860,475,84014128
2009,4860,25,84014128
2010,4860,45,84014128
2011,4860,47,84014128
2012,4860,27,84014128
2013,4860,20,84014128
2014,4860,49,84014128
2015,4860,30,84014128
2016,4860,34,84014128
1970,4860,2,84014129
1975,4860,2,84014129
1977,4860,1,84014129
1978,4860,2,84014129
1979,4860,2,84014129
1980,4860,3,84014129
1982,4860,2,84014129
1983,4860,2,84014129
1991,4860,12,84014129
1992,4860,2,84014129
1993,4860,4,84014129
1994,4860,4,84014129
1996,4860,6,84014129
1997,4860,3,84014129
1998,4860,8,84014129
1999,4860,5,84014129
2000,4860,3,84014129
2001,4860,4,84014129
2012,4860,6,84014129
2013,4860,6,84014129
2014,4860,5,84014129
2015,4860,7,84014129
2016,4860,13,84014129
1971,4860,2,84014130
1974,4860,1,84014130
1988,4860,5,84014130
1991,4860,8,84014130
1996,4860,2,84014130
1997,4860,5,84014130
1998,4860,20,84014130
1999,4860,4,84014130
2002,4860,6,84014130
2012,4860,3,84014130
2013,4860,4,84014130
2014,4860,19,84014130
2016,4860,15,84014130
1970,4860,9,84014131
1973,4860,6,84014131
1974,4860,5,84014131
1975,4860,1,84014131
1976,4860,1,84014131
1977,4860,4,84014131
1978,4860,2,84014131
1980,4860,3,84014131
1981,4860,5,84014131
1986,4860,5,84014131
1987,4860,2,84014131
1988,4860,9,84014131
1991,4860,32,84014131
1994,4860,27,84014131
1995,4860,21,84014131
1996,4860,16,84014131
1997,4860,25,84014131
1998,4860,24,84014131
1999,4860,10,84014131
2000,4860,14,84014131
2002,4860,7,84014131
1976,4860,1,84014132
1978,4860,5,84014132
1983,4860,1,84014132
1984,4860,1,84014132
1988,4860,3,84014132
1990,4860,1,84014132
1995,4860,3,84014132
2001,4860,3,84014132
2002,4860,1,84014132
2004,4860,1,84014132
2005,4860,2,84014132
2009,4860,2,84014132
2010,4860,6,84014132
2012,4860,4,84014132
2013,4860,1,84014132
2016,4860,3,84014132
1970,4860,13,84014133
1972,4860,20,84014133
1973,4860,19,84014133
1974,4860,18,84014133
1975,4860,16,84014133
1976,4860,16,84014133
1977,4860,17,84014133
1978,4860,15,84014133
1979,4860,54,84014133
1980,4860,37,84014133
1981,4860,29,84014133
1982,4860,43,84014133
1983,4860,51,84014133
1984,4860,19,84014133
1985,4860,35,84014133
1986,4860,60,84014133
1991,4860,44,84014133
1992,4860,63,84014133
1994,4860,22,84014133
1996,4860,14,84014133
2012,4860,11,84014133
2013,4860,17,84014133
2014,4860,17,84014133
2015,4860,20,84014133
2016,4860,41,84014133
1972,4860,22,84014134
1975,4860,32,84014134
1976,4860,21,84014134
1977,4860,27,84014134
1979,4860,81,84014134
1980,4860,36,84014134
1981,4860,33,84014134
1982,4860,36,84014134
1983,4860,19,84014134
1984,4860,60,84014134
1985,4860,59,84014134
1986,4860,29,84014134
1987,4860,61,84014134
1988,4860,39,84014134
1989,4860,86,84014134
1990,4860,64,84014134
1991,4860,68,84014134
1992,4860,115,84014134
1993,4860,93,84014134
1994,4860,47,84014134
1995,4860,104,84014134
1996,4860,39,84014134
1997,4860,46,84014134
1998,4860,106,84014134
1999,4860,88,84014134
2001,4860,38,84014134
2002,4860,59,84014134
1988,4860,13,84014135
1977,4860,1,84014136
1988,4860,2,84014136
1990,4860,1,84014136
1992,4860,2,84014136
1997,4860,1,84014136
1999,4860,2,84014136
2003,4860,3,84014136
2013,4860,1,84014136
1973,4860,10,84014137
1974,4860,23,84014137
1976,4860,12,84014137
1978,4860,40,84014137
1986,4860,143,84014137
1987,4860,57,84014137
1988,4860,58,84014137
1989,4860,84,84014137
1990,4860,75,84014137
1991,4860,57,84014137
1992,4860,33,84014137
1993,4860,59,84014137
1994,4860,48,84014137
1996,4860,48,84014137
1997,4860,38,84014137
1998,4860,30,84014137
1999,4860,43,84014137
2000,4860,64,84014137
2001,4860,48,84014137
2003,4860,13,84014137
2004,4860,77,84014137
2005,4860,32,84014137
2006,4860,27,84014137
2007,4860,61,84014137
2008,4860,6,84014137
2009,4860,25,84014137
2012,4860,50,84014137
2013,4860,21,84014137
2014,4860,31,84014137
2015,4860,67,84014137
2016,4860,39,84014137
1974,4860,2,84014138
1983,4860,1,84014138
1983,7410,18,84014138
1984,4860,1,84014138
2010,4860,2,84014138
2014,4860,1,84014138
2016,4860,3,84014138
1975,4860,3,84014139
1977,4860,1,84014139
1978,4860,2,84014139
1979,4860,2,84014139
1983,4860,5,84014139
1984,4860,2,84014139
1985,4860,2,84014139
1986,4860,6,84014139
1987,4860,6,84014139
1989,4860,6,84014139
1990,4860,3,84014139
1991,4860,1,84014139
1992,4860,2,84014139
1993,4860,21,84014139
1997,4860,3,84014139
1998,4860,4,84014139
1999,4860,2,84014139
2000,4860,2,84014139
2001,4860,4,84014139
2002,4860,1,84014139
2014,4860,2,84014139
2015,4860,2,84014139
1970,4860,32,84014140
1972,4860,60,84014140
1977,4860,33,84014140
1978,4860,103,84014140
1980,4860,50,84014140
1981,4860,142,84014140
1982,4860,32,84014140
1990,4860,53,84014140
1991,4860,117,84014140
1992,4860,89,84014140
1993,4860,188,84014140
1994,4860,178,84014140
1995,4860,105,84014140
1996,4860,92,84014140
1997,4860,76,84014140
1998,4860,106,84014140
1999,4860,109,84014140
2000,4860,101,84014140
2001,4860,224,84014140
2002,4860,96,84014140
2003,4860,168,84014140
2004,4860,128,84014140
2005,4860,175,84014140
2006,4860,236,84014140
2007,4860,145,84014140
2008,4860,140,84014140
2009,4860,149,84014140
2010,4860,156,84014140
2011,4860,347,84014140
2012,4860,237,84014140
2013,4860,104,84014140
2014,4860,199,84014140
1972,4860,8,84014141
1973,4860,6,84014141
1974,4860,9,84014141
1975,4860,6,84014141
1976,4860,17,84014141
1977,4860,11,84014141
1978,4860,7,84014141
1980,4860,8,84014141
1981,4860,12,84014141
1990,4860,28,84014141
1991,4860,15,84014141
1992,4860,26,84014141
2005,4860,1,84014142
2006,4860,6,84014142
2007,4860,1,84014142
2008,4860,4,84014142
2009,4860,8,84014142
2010,4860,7,84014142
2011,4860,10,84014142
2012,4860,9,84014142
2013,4860,1,84014142
2014,4860,5,84014142
2015,4860,8,84014142
1972,4860,4,84014145
1980,4860,2,84014145
1984,4860,2,84014145
1985,4860,9,84014145
1987,4860,6,84014145
1989,4860,2,84014145
1972,4860,6,84014147
1980,4860,1,84014147
1981,4860,2,84014147
1982,4860,18,84014147
1984,4860,52,84014147
1985,4860,38,84014147
1986,4860,39,84014147
1987,4860,20,84014147
1988,4860,11,84014147
1989,4860,35,84014147
1990,4860,20,84014147
1991,4860,19,84014147
1993,4860,35,84014147
1994,4860,18,84014147
1995,4860,14,84014147
1996,4860,16,84014147
1997,4860,19,84014147
1999,4860,24,84014147
2012,4860,28,84014147
2014,4860,109,84014147
2015,4860,12,84014147
2016,4860,155,84014147
1982,4860,2,84014148
1983,4860,2,84014148
1998,4860,1,84014148
2000,4860,1,84014148
2006,4860,3,84014148
2008,4860,7,84014148
2012,4860,3,84014149
1979,4860,2,84014151
1981,4860,1,84014151
1984,4860,2,84014151
1985,4860,1,84014151
1988,4860,8,84014151
1990,4860,2,84014151
1992,4860,3,84014151
1994,4860,7,84014151
1995,4860,2,84014151
1997,4860,3,84014151
1998,4860,3,84014151
1999,4860,8,84014151
2001,4860,6,84014151
2008,4860,9,84014151
2009,4860,7,84014151
2010,4860,12,84014151
2011,4860,8,84014151
2012,4860,20,84014151
2013,4860,25,84014151
2014,4860,19,84014151
2015,4860,7,84014151
2016,4860,93,84014151
2012,4860,1,84014153
2014,4860,1,84014153
2015,4860,2,84014153
1972,4860,2,84014154
1973,4860,2,84014154
1974,4860,3,84014154
1975,4860,1,84014154
1976,4860,1,84014154
1977,4860,1,84014154
1978,4860,6,84014154
1979,4860,2,84014154
1980,4860,19,84014154
1982,4860,9,84014154
1983,4860,5,84014154
1987,4860,48,84014154
1988,4860,36,84014154
1994,4860,19,84014154
1995,4860,7,84014154
1996,4860,10,84014154
2002,4860,105,84014154
2003,4860,18,84014154
2004,4860,40,84014154
2005,4860,12,84014154
2012,4860,13,84014154
2013,4860,18,84014154
2014,4860,11,84014154
2015,4860,16,84014154
2016,4860,33,84014154
1997,4860,1,84014155
2001,4860,1,84014155
2002,4860,3,84014155
2003,4860,1,84014155
2005,4860,5,84014155
2006,4860,28,84014155
2007,4860,14,84014155
2008,4860,23,84014155
2009,4860,1,84014155
2010,4860,13,84014155
2011,4860,82,84014155
2012,4860,5,84014155
2013,4860,52,84014155
2014,4860,20,84014155
2015,4860,10,84014155
2016,4860,17,84014155
1977,4860,1,84014156
1981,4860,5,84014156
1982,4860,3,84014156
1984,4860,1,84014156
1985,4860,2,84014156
1992,4860,2,84014156
1993,4860,1,84014156
1994,4860,8,84014156
1994,7410,1,84014156
1995,4860,2,84014156
1997,4860,3,84014156
1998,4860,2,84014156
1999,4860,4,84014156
2000,4860,4,84014156
2001,4860,2,84014156
2002,4860,4,84014156
2003,4860,1,84014156
2004,4860,7,84014156
2005,4860,2,84014156
2006,4860,6,84014156
2007,4860,6,84014156
2008,4860,7,84014156
2009,4860,15,84014156
2010,4860,8,84014156
2011,4860,5,84014156
2012,4860,2,84014156
2013,4860,8,84014156
2014,4860,8,84014156
2015,4860,6,84014156
2016,4860,3,84014156
1986,4860,1,84014157
1992,4860,3,84014158
1993,4860,2,84014158
1994,4860,3,84014158
1997,4860,3,84014158
1998,4860,2,84014158
2003,4860,2,84014158
2004,4860,1,84014158
2005,4860,2,84014158
2006,4860,4,84014158
2007,4860,2,84014158
2008,4860,6,84014158
2009,4860,8,84014158
2010,4860,1,84014158
2011,4860,4,84014158
2012,4860,8,84014158
2013,4860,6,84014158
2014,4860,8,84014158
2015,4860,15,84014158
2016,4860,4,84014158
1996,4860,1,84014159
2003,4860,1,84014159
2005,4860,1,84014159
2010,4860,1,84014159
1972,4860,5,84014160
1973,4860,6,84014160
1974,4860,2,84014160
1975,4860,6,84014160
1976,4860,7,84014160
1976,7410,2,84014160
1977,4860,4,84014160
1977,7410,4,84014160
1978,4860,4,84014160
1978,7410,2,84014160
1979,4860,14,84014160
1980,4860,4,84014160
1980,7410,15,84014160
1981,4860,4,84014160
1981,7410,1,84014160
1982,4860,14,84014160
1982,7410,3,84014160
1983,4860,6,84014160
1983,7410,2,84014160
1984,4860,4,84014160
1984,7410,3,84014160
1985,4860,4,84014160
1985,7410,13,84014160
1986,4860,6,84014160
1987,4860,8,84014160
1987,7410,2,84014160
1988,4860,2,84014160
1988,7410,6,84014160
1995,4860,7,84014160
1996,4860,2,84014160
1997,4860,8,84014160
1997,7410,1,84014160
1998,4860,7,84014160
1998,7410,3,84014160
1999,4860,9,84014160
2000,4860,5,84014160
2001,4860,6,84014160
2001,7410,1,84014160
2002,4860,4,84014160
2002,7410,3,84014160
2003,4860,6,84014160
2004,4860,6,84014160
2005,4860,6,84014160
2005,7410,2,84014160
2006,4860,8,84014160
2007,4860,5,84014160
2008,4860,12,84014160
2008,7410,3,84014160
2009,4860,16,84014160
2010,4860,9,84014160
2010,7410,2,84014160
2011,4860,7,84014160
2012,4860,11,84014160
2013,4860,6,84014160
2013,7410,1,84014160
2014,4860,9,84014160
2015,4860,11,84014160
2016,4860,9,84014160
1977,7410,1,84014161
1981,7410,3,84014161
1985,4860,2,84014161
1987,4860,2,84014161
1988,4860,1,84014161
1990,4860,2,84014161
1991,4860,2,84014161
1993,4860,3,84014161
1994,4860,3,84014161
1995,4860,4,84014161
1996,4860,1,84014161
1997,4860,2,84014161
1998,4860,4,84014161
2005,4860,3,84014161
2010,4860,2,84014161
2011,4860,4,84014161
2012,4860,2,84014161
2013,4860,5,84014161
2014,4860,4,84014161
2015,4860,3,84014161
2016,4860,4,84014161
1972,4860,1,84014162
1975,4860,1,84014162
1981,4860,2,84014162
1982,4860,7,84014162
1983,4860,1,84014162
1984,4860,1,84014162
1990,4860,12,84014162
1991,4860,1,84014162
1994,4860,8,84014162
1995,4860,7,84014162
1996,4860,12,84014162
1997,4860,9,84014162
1998,4860,3,84014162
1999,4860,2,84014162
2000,4860,5,84014162
2001,4860,6,84014162
2002,4860,4,84014162
2003,4860,16,84014162
2004,4860,6,84014162
2005,4860,9,84014162
2006,4860,54,84014162
2007,4860,65,84014162
2008,4860,5,84014162
2011,4860,29,84014162
2012,4860,35,84014162
2013,4860,7,84014162
2014,4860,9,84014162
2015,4860,31,84014162
2016,4860,20,84014162
1972,4860,1,84014164
1974,4860,1,84014164
1974,7410,6,84014164
1975,7410,2,84014164
1976,4860,2,84014164
1977,7410,4,84014164
1980,4860,2,84014164
1980,7410,6,84014164
1981,4860,9,84014164
1982,4860,4,84014164
1983,4860,26,84014164
1991,4860,5,84014164
1992,4860,1,84014164
1993,4860,2,84014164
1994,4860,2,84014164
1994,7410,1,84014164
1995,4860,5,84014164
1996,4860,8,84014164
1997,4860,12,84014164
1997,7410,2,84014164
1998,4860,6,84014164
1999,4860,7,84014164
2000,4860,5,84014164
2000,7410,2,84014164
2001,4860,11,84014164
2002,4860,12,84014164
2002,7410,3,84014164
2003,4860,7,84014164
2004,4860,11,84014164
2004,7410,1,84014164
2005,4860,13,84014164
2006,4860,22,84014164
2007,4860,15,84014164
2008,4860,15,84014164
2009,4860,6,84014164
2010,4860,10,84014164
2011,4860,9,84014164
2011,7410,3,84014164
2012,4860,2,84014164
1972,4860,3,84014165
1977,4860,3,84014165
1978,4860,1,84014165
1993,4860,2,84014165
1994,4860,2,84014165
1995,4860,1,84014165
1996,4860,6,84014165
1997,4860,6,84014165
1999,4860,6,84014165
2000,4860,3,84014165
2001,4860,4,84014165
2008,4860,4,84014165
2009,4860,5,84014165
2010,4860,6,84014165
2011,4860,5,84014165
2012,4860,5,84014165
2013,4860,9,84014165
2014,4860,4,84014165
2015,4860,1,84014165
2016,4860,9,84014165
1983,4860,1,84014166
1984,4860,2,84014166
1985,4860,2,84014166
1986,4860,3,84014166
1987,4860,4,84014166
1989,4860,2,84014166
1990,4860,1,84014166
1992,4860,3,84014166
1993,4860,2,84014166
1994,4860,2,84014166
1995,4860,2,84014166
1996,4860,2,84014166
1997,4860,4,84014166
1998,4860,8,84014166
1999,4860,5,84014166
2000,4860,6,84014166
2001,4860,2,84014166
2002,4860,4,84014166
2003,4860,7,84014166
2004,4860,10,84014166
2005,4860,13,84014166
2006,4860,10,84014166
2007,4860,13,84014166
2008,4860,21,84014166
2009,4860,6,84014166
2010,4860,8,84014166
2011,4860,10,84014166
2012,4860,9,84014166
2013,4860,24,84014166
2015,4860,19,84014166
2016,4860,44,84014166
1973,4860,8,84014167
1974,4860,9,84014167
1974,7410,6,84014167
1975,4860,4,84014167
1975,7410,3,84014167
1976,4860,8,84014167
1977,4860,3,84014167
1977,7410,6,84014167
1978,4860,6,84014167
1978,7410,1,84014167
1979,4860,4,84014167
1979,7410,2,84014167
1980,4860,3,84014167
1980,7410,7,84014167
1981,4860,22,84014167
1981,7410,10,84014167
1982,4860,27,84014167
1982,7410,8,84014167
1983,4860,6,84014167
1983,7410,4,84014167
1984,4860,5,84014167
1984,7410,9,84014167
1985,4860,5,84014167
1985,7410,10,84014167
1986,4860,6,84014167
1986,7410,16,84014167
1987,4860,1,84014167
1987,7410,6,84014167
1988,4860,11,84014167
1988,7410,1,84014167
1989,4860,6,84014167
1989,7410,10,84014167
1994,4860,7,84014167
1994,7410,3,84014167
2002,7410,2,84014167
2003,4860,2,84014167
2003,7410,2,84014167
2004,7410,6,84014167
2006,4860,2,84014167
2006,7410,2,84014167
2009,4860,1,84014167
2009,7410,2,84014167
2011,4860,4,84014167
2012,4860,5,84014167
2012,7410,2,84014167
1978,4860,2,84014168
1979,4860,1,84014168
1986,4860,1,84014168
1987,4860,4,84014168
1988,4860,1,84014168
1989,4860,2,84014168
1990,4860,1,84014168
1991,4860,6,84014168
1992,4860,7,84014168
1993,4860,2,84014168
1994,4860,17,84014168
1995,4860,2,84014168
1996,4860,3,84014168
1997,4860,3,84014168
1998,4860,3,84014168
1999,4860,4,84014168
2000,4860,4,84014168
2001,4860,3,84014168
2002,4860,6,84014168
2003,4860,11,84014168
2004,4860,3,84014168
2005,4860,14,84014168
2006,4860,9,84014168
2007,4860,6,84014168
2008,4860,20,84014168
2009,4860,9,84014168
2010,4860,16,84014168
2011,4860,10,84014168
2012,4860,5,84014168
2013,4860,6,84014168
2015,4860,11,84014168
2016,4860,13,84014168
1978,4860,1,84014169
1980,4860,1,84014169
1982,4860,3,84014169
1983,4860,2,84014169
1985,4860,1,84014169
1995,4860,2,84014169
1996,4860,1,84014169
1999,4860,16,84014169
2000,4860,3,84014169
2002,4860,5,84014169
2006,4860,1,84014169
2007,4860,3,84014169
2008,4860,5,84014169
2011,4860,2,84014169
2012,4860,8,84014169
2014,4860,7,84014169
1998,4860,7,84014171
2001,4860,5,84014171
2003,4860,1,84014171
2004,4860,4,84014171
1972,7410,10,84014172
1973,7410,18,84014172
1974,7410,42,84014172
1975,7410,32,84014172
1976,7410,25,84014172
1977,7410,16,84014172
1978,7410,30,84014172
1980,7410,15,84014172
1981,7410,21,84014172
1982,7410,13,84014172
1983,7410,6,84014172
1984,7410,48,84014172
1986,7410,56,84014172
1987,7410,33,84014172
1988,7410,28,84014172
1994,4860,2,84014172
1994,7410,11,84014172
1995,7410,7,84014172
1998,7410,25,84014172
1999,7410,48,84014172
2000,7410,34,84014172
2001,4860,1,84014172
2001,7410,44,84014172
2002,4860,1,84014172
2002,7410,29,84014172
2004,7410,22,84014172
2005,4860,1,84014172
2005,7410,49,84014172
2009,4860,4,84014172
2009,7410,21,84014172
2010,4860,2,84014172
2010,7410,19,84014172
2011,7410,22,84014172
2014,4860,4,84014172
2014,7410,27,84014172
2015,4860,4,84014172
2015,7410,10,84014172
2016,4860,1,84014172
2016,7410,8,84014172
1973,7410,2,84014173
1974,4860,2,84014173
1982,4860,1,84014173
1984,7410,8,84014173
1988,7410,2,84014173
1989,4860,1,84014173
1990,7410,1,84014173
1991,4860,5,84014173
1992,4860,1,84014173
1992,7410,2,84014173
1995,7410,1,84014173
2000,7410,2,84014173
2002,4860,15,84014173
2004,7410,2,84014173
2005,4860,105,84014173
2005,7410,1,84014173
2012,4860,4,84014173
2013,4860,1,84014173
2014,4860,4,84014173
2015,4860,5,84014173
2016,4860,1,84014173
1973,7410,6,84014174
1974,7410,12,84014174
1975,7410,9,84014174
1976,4860,5,84014174
1976,7410,4,84014174
1977,4860,3,84014174
1977,7410,1,84014174
1978,4860,2,84014174
1978,7410,1,84014174
1980,7410,1,84014174
1981,7410,4,84014174
1982,4860,1,84014174
1983,4860,3,84014174
1984,4860,1,84014174
1984,7410,2,84014174
1986,4860,1,84014174
1986,7410,3,84014174
1987,4860,2,84014174
1988,4860,5,84014174
1989,7410,2,84014174
1990,4860,6,84014174
1990,7410,1,84014174
1991,4860,6,84014174
1992,4860,2,84014174
1993,4860,2,84014174
1995,7410,5,84014174
1996,7410,2,84014174
1997,7410,5,84014174
1998,4860,1,84014174
1998,7410,1,84014174
2002,4860,3,84014174
2002,7410,7,84014174
2003,7410,9,84014174
2004,4860,1,84014174
2004,7410,14,84014174
2006,4860,4,84014174
2006,7410,6,84014174
2009,4860,3,84014174
2009,7410,24,84014174
2011,4860,1,84014174
2012,4860,2,84014174
2012,7410,13,84014174
2013,4860,3,84014174
2013,7410,4,84014174
2014,7410,3,84014174
1988,4860,1,84014175
1990,4860,1,84014175
1996,4860,2,84014175
1997,4860,1,84014175
1999,4860,1,84014175
2000,4860,1,84014175
2002,4860,4,84014175
2003,4860,6,84014175
2004,4860,2,84014175
2005,4860,3,84014175
2006,4860,4,84014175
2007,4860,1,84014175
2008,4860,3,84014175
2009,4860,2,84014175
2010,4860,1,84014175
2011,4860,1,84014175
2014,4860,5,84014175
2015,4860,2,84014175
2016,4860,9,84014175
1977,4860,1,84014176
1982,4860,2,84014176
1990,4860,3,84014176
1991,4860,1,84014176
1995,4860,1,84014176
1996,4860,3,84014176
1997,4860,5,84014176
1998,4860,3,84014176
1999,4860,8,84014176
2000,4860,7,84014176
2001,4860,4,84014176
2002,4860,6,84014176
2003,4860,1,84014176
2004,4860,7,84014176
2005,4860,5,84014176
2006,4860,3,84014176
2007,4860,9,84014176
2012,4860,8,84014176
2013,4860,5,84014176
2014,4860,7,84014176
2015,4860,11,84014176
